cloud_cover,sunshine,global_radiation,max_temp,mean_temp,min_temp,precipitation,pressure,snow_depth,lower_thames_group,year,month
6.0,0.0,17.0,10.2,6.5,0.4,4.0,100500.0,0.0,97.0,1992,11
3.0,4.7,53.0,8.5,7.6,5.0,1.2,101200.0,0.0,97.0,1992,11
6.0,0.0,16.0,14.1,4.7,0.9,0.0,101870.0,0.0,97.0,1992,11
7.0,0.0,16.0,14.9,7.8,1.6,4.7,101220.0,0.0,97.0,1992,11
8.0,0.0,16.0,14.0,8.9,2.9,0.6,101260.0,0.0,98.0,1992,11
7.0,0.9,27.0,14.0,12.8,11.6,0.1,101370.0,0.0,98.0,1992,11
6.0,1.9,34.0,11.9,10.1,6.2,4.2,101160.0,0.0,98.0,1992,11
6.0,2.3,36.0,10.0,9.1,6.3,14.8,100260.0,0.0,98.0,1992,11
3.0,6.2,56.0,13.0,7.8,5.6,0.0,101370.0,0.0,98.0,1992,11
6.0,0.0,15.0,8.5,8.4,3.7,2.6,101700.0,0.0,97.0,1992,11
6.0,3.5,42.0,13.4,5.3,2.1,10.1,102060.0,0.0,97.0,1992,11
8.0,0.0,14.0,13.2,9.0,4.5,1.2,101210.0,0.0,97.0,1992,11
8.0,0.0,14.0,12.6,10.0,6.8,5.7,100470.0,0.0,97.0,1992,11
5.0,0.9,23.0,14.2,9.2,5.8,3.4,100890.0,0.0,97.0,1992,12
7.0,0.6,20.0,8.1,11.3,8.4,4.0,98660.0,0.0,97.0,1992,12
5.0,0.4,18.0,5.9,6.6,5.2,5.1,98920.0,0.0,97.0,1992,12
4.0,0.2,16.0,7.3,4.0,2.1,0.1,98460.0,0.0,97.0,1992,12
1.0,5.5,46.0,9.5,3.0,-1.3,0.0,99700.0,0.0,96.0,1992,12
7.0,1.2,24.0,9.7,4.2,-1.2,2.8,100010.0,0.0,97.0,1992,12
6.0,3.5,37.0,7.4,5.8,2.0,0.1,99040.0,0.0,97.0,1992,12
7.0,1.1,23.0,7.1,6.2,5.1,0.0,101340.0,0.0,97.0,1992,12
6.0,0.0,12.0,6.8,5.5,3.9,0.0,102320.0,0.0,97.0,1992,12
5.0,0.0,12.0,12.2,4.2,1.6,0.0,103020.0,0.0,97.0,1992,12
8.0,0.0,12.0,8.5,6.5,0.8,1.0,102190.0,0.0,97.0,1992,12
6.0,3.6,36.0,10.6,6.4,4.3,0.0,102000.0,0.0,97.0,1992,12
6.0,0.0,12.0,10.6,5.7,0.8,0.0,102070.0,0.0,97.0,1992,12
7.0,0.0,12.0,10.0,7.5,4.4,0.0,101620.0,0.0,97.0,1992,12
8.0,0.0,12.0,10.6,9.0,8.0,2.5,100930.0,0.0,97.0,1992,12
7.0,0.1,14.0,10.5,8.2,5.9,4.1,100860.0,0.0,97.0,1992,12
5.0,0.0,12.0,12.1,3.8,-2.8,0.4,101630.0,0.0,97.0,1992,12
8.0,0.0,12.0,5.7,5.1,-1.9,8.9,100320.0,0.0,97.0,1992,12
8.0,0.0,12.0,5.7,5.4,5.0,3.5,101840.0,0.0,97.0,1992,12
7.0,0.0,12.0,5.7,3.8,2.0,0.0,102410.0,0.0,98.0,1992,12
2.0,5.0,42.0,5.5,2.6,-0.4,0.0,102390.0,0.0,98.0,1992,12
2.0,5.9,46.0,3.8,2.6,-0.2,0.0,103070.0,0.0,98.0,1992,12
2.0,2.5,30.0,4.0,1.6,-0.7,0.0,103210.0,0.0,98.0,1992,12
6.0,0.0,12.0,6.1,0.8,-2.5,0.0,103280.0,0.0,97.0,1992,12
8.0,0.0,12.0,5.8,1.8,-2.6,0.0,103330.0,0.0,97.0,1992,12
8.0,0.0,12.0,6.4,4.6,3.5,0.0,103790.0,0.0,98.0,1992,12
5.0,4.1,38.0,5.9,5.2,4.1,0.0,103950.0,0.0,98.0,1992,12
2.0,6.3,48.0,3.4,3.8,1.6,0.0,103950.0,0.0,98.0,1992,12
0.0,6.6,50.0,3.4,0.4,-2.6,0.0,103200.0,0.0,98.0,1992,12
4.0,1.6,26.0,5.2,-1.0,-5.4,0.0,102460.0,0.0,98.0,1992,12
8.0,0.0,13.0,6.7,0.7,-3.8,0.0,102660.0,0.0,98.0,1992,12
7.0,2.6,32.0,1.4,4.2,1.7,0.0,103420.0,0.0,98.0,1993,1
5.0,2.4,31.0,3.0,0.0,-1.3,0.0,103430.0,0.0,98.0,1993,1
4.0,5.6,47.0,8.6,-1.8,-6.6,1.3,103080.0,0.0,98.0,1993,1
8.0,0.0,13.0,12.1,1.9,-4.8,0.3,102360.0,0.0,98.0,1993,1
8.0,0.0,13.0,12.5,6.9,1.7,3.7,102070.0,0.0,98.0,1993,1
8.0,0.0,13.0,11.7,10.3,8.1,6.7,102320.0,0.0,97.0,1993,1
6.0,0.0,13.0,11.2,6.6,1.5,0.2,102200.0,0.0,97.0,1993,1
5.0,4.1,41.0,12.4,6.0,0.9,0.0,102590.0,0.0,97.0,1993,1
7.0,0.6,21.0,12.5,7.4,2.4,5.2,101430.0,0.0,98.0,1993,1
8.0,0.0,14.0,10.2,10.1,7.7,14.6,100210.0,0.0,98.0,1993,1
7.0,0.5,20.0,8.3,9.5,8.8,0.6,99330.0,0.0,98.0,1993,1
5.0,4.3,44.0,13.8,5.7,3.1,1.1,100560.0,0.0,98.0,1993,1
7.0,0.0,14.0,12.1,8.3,2.8,9.1,100510.0,0.0,98.0,1993,1
4.0,6.2,54.0,13.4,8.2,4.3,2.8,102170.0,0.0,98.0,1993,1
7.0,1.1,26.0,13.6,9.0,4.7,0.9,101430.0,0.0,98.0,1993,1
7.0,0.0,15.0,11.4,11.2,8.9,0.0,101940.0,0.0,98.0,1993,1
6.0,0.0,15.0,9.5,10.8,10.2,0.1,101790.0,0.0,98.0,1993,1
4.0,5.9,55.0,12.0,5.8,2.2,1.3,102630.0,0.0,98.0,1993,1
6.0,2.4,37.0,12.9,7.6,3.3,0.1,101900.0,0.0,97.0,1993,1
7.0,0.0,16.0,13.1,8.7,4.5,0.0,101590.0,0.0,97.0,1993,1
7.0,0.0,16.0,9.9,9.9,6.7,1.1,101990.0,0.0,97.0,1993,1
7.0,0.0,16.0,12.9,8.8,7.6,3.9,101780.0,0.0,97.0,1993,1
8.0,0.0,17.0,10.6,9.0,5.0,1.5,101870.0,0.0,98.0,1993,1
6.0,1.5,33.0,5.4,8.5,6.4,0.9,101090.0,0.0,98.0,1993,1
3.0,0.4,24.0,10.7,3.8,2.2,0.1,102220.0,0.0,97.0,1993,1
6.0,0.1,20.0,9.5,4.4,-1.9,6.3,102340.0,0.0,97.0,1993,1
8.0,0.0,18.0,10.8,5.5,1.5,0.7,101930.0,0.0,97.0,1993,1
7.0,0.0,18.0,9.9,8.3,5.8,0.4,101310.0,0.0,97.0,1993,1
6.0,0.1,21.0,7.9,7.6,5.3,0.2,101830.0,0.0,97.0,1993,1
7.0,0.0,19.0,8.3,6.0,4.2,0.0,102510.0,0.0,98.0,1993,1
7.0,0.0,19.0,6.8,5.5,2.7,0.0,103290.0,0.0,98.0,1993,1
4.0,7.2,75.0,10.7,5.0,3.1,0.0,103640.0,0.0,98.0,1993,2
5.0,4.3,58.0,5.4,7.0,3.2,0.0,103800.0,0.0,98.0,1993,2
8.0,0.0,20.0,3.0,4.4,3.3,0.0,104010.0,0.0,97.0,1993,2
8.0,0.0,20.0,4.3,2.4,1.7,0.0,103580.0,0.0,97.0,1993,2
7.0,0.0,21.0,10.9,1.9,-0.5,0.0,103600.0,0.0,97.0,1993,2
7.0,0.2,26.0,9.9,5.6,0.3,0.0,103500.0,0.0,97.0,1993,2
8.0,0.0,21.0,9.8,6.6,3.3,0.6,103600.0,0.0,97.0,1993,2
8.0,0.0,22.0,6.6,9.0,8.1,0.1,103620.0,0.0,97.0,1993,2
8.0,0.0,22.0,3.9,6.2,5.9,0.0,103300.0,0.0,97.0,1993,2
8.0,0.0,23.0,4.2,3.2,2.6,0.0,103090.0,0.0,97.0,1993,2
8.0,0.0,23.0,5.5,3.0,1.7,0.0,103120.0,0.0,97.0,1993,2
8.0,0.0,24.0,7.2,3.6,1.7,0.0,103470.0,0.0,97.0,1993,2
4.0,1.7,47.0,3.4,4.5,1.8,0.0,103500.0,0.0,97.0,1993,2
8.0,0.0,24.0,8.1,2.5,1.6,0.0,103240.0,0.0,97.0,1993,2
8.0,0.0,25.0,10.0,4.6,1.0,0.0,103550.0,0.0,97.0,1993,2
6.0,2.6,58.0,11.5,5.8,1.5,0.0,103490.0,0.0,97.0,1993,2
8.0,0.0,26.0,9.4,7.8,4.2,0.0,103070.0,0.0,96.0,1993,2
6.0,0.0,26.0,9.9,8.5,7.6,0.0,102700.0,0.0,96.0,1993,2
5.0,4.6,78.0,9.0,7.0,4.0,0.0,102420.0,0.0,96.0,1993,2
5.0,3.0,65.0,7.2,4.7,0.4,0.0,102670.0,0.0,96.0,1993,2
5.0,6.3,93.0,7.0,5.5,3.8,0.0,102200.0,0.0,96.0,1993,2
6.0,2.4,61.0,7.4,4.0,1.1,0.0,102600.0,0.0,96.0,1993,2
5.0,7.0,101.0,8.9,4.0,0.7,0.0,103020.0,0.0,96.0,1993,2
7.0,0.1,33.0,9.3,5.6,2.4,0.0,103150.0,0.0,96.0,1993,2
7.0,1.2,51.0,4.9,6.2,3.2,0.6,102210.0,0.0,96.0,1993,2
8.0,0.0,30.0,4.6,4.4,3.8,0.9,101110.0,0.0,96.0,1993,2
5.0,6.8,105.0,3.5,3.1,1.6,0.2,102170.0,0.0,96.0,1993,2
4.0,3.6,79.0,6.0,0.8,-1.9,0.0,102260.0,0.0,96.0,1993,2
6.0,2.8,79.0,3.6,2.6,-0.7,0.0,101570.0,0.0,96.0,1993,3
8.0,0.0,35.0,5.2,2.5,1.4,0.0,101240.0,0.0,96.0,1993,3
7.0,0.7,53.0,4.5,4.0,2.9,0.0,102140.0,0.0,96.0,1993,3
7.0,0.1,41.0,10.0,3.1,1.7,0.0,103010.0,0.0,96.0,1993,3
8.0,0.0,37.0,11.1,5.3,0.6,0.0,102580.0,0.0,96.0,1993,3
7.0,0.0,38.0,9.4,6.8,2.5,0.0,102400.0,0.0,96.0,1993,3
7.0,0.0,38.0,12.2,7.6,5.9,0.0,102320.0,0.0,96.0,1993,3
3.0,9.3,152.0,9.9,8.4,4.5,0.0,102130.0,0.0,96.0,1993,3
0.0,9.5,156.0,12.4,5.0,0.2,0.0,101930.0,0.0,96.0,1993,3
5.0,0.1,45.0,14.9,6.0,-0.5,0.0,102140.0,0.0,96.0,1993,3
4.0,5.1,117.0,15.7,8.8,2.7,0.0,102350.0,0.0,96.0,1993,3
4.0,4.2,108.0,16.8,9.7,3.7,0.0,101880.0,0.0,96.0,1993,3
3.0,8.9,158.0,15.7,11.2,5.6,0.0,101640.0,0.0,96.0,1993,3
4.0,2.5,90.0,19.6,11.4,7.0,0.0,101830.0,0.0,96.0,1993,3
4.0,8.4,157.0,12.0,13.4,7.3,0.0,102450.0,0.0,96.0,1993,3
7.0,0.0,44.0,17.0,9.6,7.1,0.0,102500.0,0.0,96.0,1993,3
6.0,7.0,146.0,15.4,12.6,8.3,0.0,102380.0,0.0,96.0,1993,3
6.0,4.0,114.0,12.6,12.6,9.7,0.0,102490.0,0.0,96.0,1993,3
2.0,10.4,184.0,13.7,6.3,0.0,0.0,103080.0,0.0,96.0,1993,3
2.0,9.3,175.0,12.9,7.0,0.4,0.0,102250.0,0.0,96.0,1993,3
7.0,0.3,58.0,12.8,8.8,4.8,4.8,101250.0,0.0,96.0,1993,3
6.0,3.8,116.0,11.9,10.4,8.0,0.7,101110.0,0.0,97.0,1993,3
2.0,8.4,171.0,11.1,7.1,2.3,0.0,102330.0,0.0,97.0,1993,3
2.0,7.8,166.0,10.2,5.6,0.2,0.0,103000.0,0.0,97.0,1993,3
1.0,9.7,188.0,9.2,6.6,3.0,0.0,103560.0,0.0,97.0,1993,3
2.0,6.1,150.0,8.7,4.2,-0.9,0.0,103380.0,0.0,97.0,1993,3
5.0,1.4,86.0,11.4,3.8,-1.0,0.0,102480.0,0.0,96.0,1993,3
7.0,3.4,118.0,13.1,5.8,0.1,0.0,101790.0,0.0,96.0,1993,3
7.0,4.6,136.0,14.2,8.0,3.0,0.0,101690.0,0.0,96.0,1993,3
7.0,0.6,72.0,11.9,10.8,7.5,2.5,101480.0,0.0,96.0,1993,3
7.0,0.0,53.0,7.3,8.0,4.2,8.0,101110.0,0.0,96.0,1993,3
7.0,0.0,54.0,12.0,7.2,7.2,19.9,100680.0,0.0,96.0,1993,4
3.0,7.1,173.0,11.3,6.3,0.6,0.0,101360.0,0.0,97.0,1993,4
6.0,1.6,96.0,12.1,6.0,0.6,2.3,100920.0,0.0,97.0,1993,4
5.0,9.7,206.0,13.2,6.8,1.5,5.3,100890.0,0.0,97.0,1993,4
6.0,4.8,148.0,12.5,9.4,5.5,2.5,99910.0,0.0,97.0,1993,4
6.0,2.9,121.0,10.0,10.3,8.1,1.4,100380.0,0.0,97.0,1993,4
7.0,0.0,58.0,12.8,7.0,4.0,0.7,101320.0,0.0,97.0,1993,4
8.0,0.0,58.0,10.2,10.2,7.7,2.4,101670.0,0.0,97.0,1993,4
8.0,0.0,59.0,13.7,9.1,8.0,14.0,100950.0,0.0,98.0,1993,4
5.0,7.6,191.0,13.2,8.6,3.4,8.5,100800.0,0.0,98.0,1993,4
7.0,2.3,116.0,14.8,10.0,6.9,2.0,100060.0,0.0,98.0,1993,4
4.0,11.3,238.0,12.5,9.3,3.8,0.0,100150.0,0.0,97.0,1993,4
7.0,1.4,101.0,11.8,8.8,5.2,0.0,100380.0,0.0,97.0,1993,4
7.0,3.5,139.0,14.7,8.6,5.5,0.0,101240.0,0.0,97.0,1993,4
3.0,8.4,208.0,15.4,9.8,4.8,0.0,102040.0,0.0,97.0,1993,4
6.0,1.5,105.0,16.4,10.6,5.8,1.1,102180.0,0.0,97.0,1993,4
7.0,1.1,98.0,16.5,13.1,9.8,0.1,101710.0,0.0,97.0,1993,4
7.0,4.1,153.0,15.7,12.4,8.4,0.0,101570.0,0.0,97.0,1993,4
7.0,0.3,78.0,20.0,13.2,10.7,0.0,101710.0,0.0,97.0,1993,4
4.0,12.6,266.0,17.6,14.4,8.7,0.0,100990.0,0.0,97.0,1993,4
4.0,9.3,228.0,14.1,13.8,10.0,0.0,100700.0,0.0,97.0,1993,4
6.0,1.3,106.0,14.7,10.4,6.7,0.1,100590.0,0.0,97.0,1993,4
8.0,0.1,73.0,15.0,12.5,10.3,7.7,100260.0,0.0,97.0,1993,4
8.0,1.6,114.0,16.0,12.2,9.5,4.0,100110.0,0.0,97.0,1993,4
7.0,2.9,140.0,13.7,12.3,8.6,0.0,100470.0,0.0,97.0,1993,4
6.0,2.2,127.0,20.7,11.2,8.6,3.3,101050.0,0.0,97.0,1993,4
6.0,5.6,185.0,15.8,14.8,9.0,0.0,101810.0,0.0,96.0,1993,4
4.0,8.0,220.0,20.7,11.6,7.3,0.0,101740.0,0.0,96.0,1993,4
4.0,8.5,228.0,22.6,14.6,8.4,0.0,101340.0,0.0,96.0,1993,4
3.0,7.2,211.0,20.1,15.4,8.1,0.0,101140.0,0.0,97.0,1993,4
4.0,6.8,207.0,13.6,14.9,9.7,0.0,100880.0,0.0,97.0,1993,5
7.0,1.0,106.0,13.5,10.8,7.9,0.0,101520.0,0.0,97.0,1993,5
6.0,0.6,96.0,15.6,10.6,7.6,0.0,102640.0,0.0,97.0,1993,5
3.0,9.3,245.0,15.2,10.2,4.9,0.0,103190.0,0.0,97.0,1993,5
2.0,13.8,302.0,14.7,9.9,4.6,0.0,102950.0,0.0,97.0,1993,5
1.0,13.7,302.0,16.3,9.0,3.3,0.0,102770.0,0.0,97.0,1993,5
2.0,12.7,291.0,18.0,10.8,5.4,0.0,102740.0,0.0,98.0,1993,5
4.0,5.8,199.0,17.5,12.5,7.0,0.3,102530.0,0.0,98.0,1993,5
7.0,1.9,131.0,20.6,12.8,8.0,0.5,101960.0,0.0,98.0,1993,5
5.0,5.5,196.0,25.1,14.8,9.0,0.0,101600.0,0.0,98.0,1993,5
5.0,11.0,274.0,19.0,17.8,10.4,0.0,101470.0,0.0,98.0,1993,5
7.0,0.4,95.0,16.3,14.8,10.5,0.0,101070.0,0.0,98.0,1993,5
7.0,5.2,193.0,15.7,12.1,7.9,0.0,100330.0,0.0,98.0,1993,5
7.0,1.3,120.0,15.0,12.2,8.7,1.1,99750.0,0.0,98.0,1993,5
3.0,9.2,254.0,17.7,9.8,4.6,3.6,100500.0,0.0,98.0,1993,5
6.0,2.6,149.0,22.7,12.0,6.4,0.0,101170.0,0.0,98.0,1993,5
6.0,2.8,154.0,18.6,17.2,11.6,5.0,100390.0,0.0,98.0,1993,5
5.0,12.2,296.0,18.5,13.8,9.0,0.0,100770.0,0.0,98.0,1993,5
5.0,11.3,285.0,13.9,14.7,10.9,0.1,101190.0,0.0,98.0,1993,5
8.0,0.2,90.0,17.7,11.9,9.9,10.3,101340.0,0.0,98.0,1993,5
6.0,8.2,244.0,19.8,12.8,7.8,0.0,101500.0,0.0,98.0,1993,5
6.0,3.0,160.0,22.8,13.2,6.6,0.0,101650.0,0.0,98.0,1993,5
6.0,9.2,259.0,24.9,17.5,12.2,0.0,101610.0,0.0,98.0,1993,5
7.0,7.4,234.0,18.6,19.6,14.2,0.0,101390.0,0.0,98.0,1993,5
7.0,0.0,80.0,17.3,15.5,12.4,0.3,101380.0,0.0,98.0,1993,5
8.0,0.0,81.0,14.5,14.2,11.2,7.0,100740.0,0.0,98.0,1993,5
8.0,0.0,81.0,18.1,13.4,12.2,1.5,100430.0,0.0,98.0,1993,5
6.0,5.5,207.0,20.6,13.4,8.7,0.4,101090.0,0.0,98.0,1993,5
5.0,5.0,199.0,16.9,14.3,8.0,0.9,101040.0,0.0,98.0,1993,5
6.0,3.8,178.0,18.5,14.4,11.9,0.3,100340.0,0.0,98.0,1993,5
6.0,7.2,235.0,20.9,14.5,10.5,0.5,101150.0,0.0,98.0,1993,5
6.0,8.1,249.0,18.9,16.3,11.7,3.6,101330.0,0.0,98.0,1993,6
6.0,4.8,198.0,18.5,15.2,11.5,0.9,100930.0,0.0,98.0,1993,6
6.0,0.1,88.0,22.2,15.4,12.3,0.0,101860.0,0.0,98.0,1993,6
6.0,9.9,276.0,23.6,15.6,8.9,0.0,102070.0,0.0,98.0,1993,6
4.0,8.4,255.0,26.0,17.7,11.8,0.0,102220.0,0.0,97.0,1993,6
1.0,13.1,,26.5,18.9,11.8,0.0,102040.0,0.0,97.0,1993,6
4.0,13.8,,28.4,19.8,13.0,0.0,101850.0,0.0,97.0,1993,6
2.0,14.4,,27.5,21.1,13.8,0.0,101600.0,0.0,97.0,1993,6
6.0,1.9,144.0,23.4,22.4,17.2,1.2,101030.0,0.0,97.0,1993,6
7.0,1.1,124.0,19.2,20.4,17.3,5.1,100580.0,0.0,97.0,1993,6
7.0,0.3,99.0,17.5,17.2,15.3,10.2,100130.0,0.0,97.0,1993,6
7.0,0.4,103.0,18.0,14.6,11.8,1.7,100370.0,0.0,97.0,1993,6
7.0,5.2,208.0,18.4,14.7,11.4,3.2,101580.0,0.0,97.0,1993,6
8.0,0.3,99.0,21.0,15.0,11.5,3.8,101360.0,0.0,97.0,1993,6
4.0,13.2,,16.7,15.0,8.9,3.0,102320.0,0.0,97.0,1993,6
7.0,0.6,110.0,22.1,14.8,12.8,11.2,101880.0,0.0,97.0,1993,6
7.0,6.9,235.0,19.0,17.0,11.9,0.0,101900.0,0.0,96.0,1993,6
8.0,0.1,89.0,20.4,16.4,13.8,0.0,101470.0,0.0,96.0,1993,6
7.0,3.6,180.0,20.8,16.4,12.3,0.0,101560.0,0.0,96.0,1993,6
3.0,12.7,,19.1,15.0,9.2,0.0,101980.0,0.0,96.0,1993,6
3.0,11.3,297.0,19.4,14.8,10.5,0.0,102060.0,0.0,96.0,1993,6
4.0,7.2,240.0,19.2,14.6,9.7,0.0,101750.0,0.0,96.0,1993,6
6.0,6.2,224.0,21.8,15.6,11.9,0.0,101740.0,0.0,96.0,1993,6
5.0,9.5,273.0,21.7,16.0,10.1,0.0,102320.0,0.0,96.0,1993,6
5.0,12.1,,23.7,15.8,9.9,0.0,102490.0,0.0,96.0,1993,6
7.0,2.6,160.0,25.0,18.7,13.7,0.0,102120.0,0.0,96.0,1993,6
2.0,14.9,,23.7,19.8,14.6,0.0,102100.0,0.0,95.0,1993,6
1.0,15.1,,25.0,18.3,12.9,0.0,102070.0,0.0,95.0,1993,6
2.0,14.0,,27.7,18.6,12.2,0.0,101640.0,0.0,95.0,1993,6
1.0,12.4,,23.9,20.2,12.8,0.0,101610.0,0.0,95.0,1993,6
3.0,12.5,,26.1,18.4,12.8,0.0,101910.0,0.0,95.0,1993,7
5.0,8.8,262.0,27.6,20.2,14.3,0.0,101960.0,0.0,95.0,1993,7
6.0,10.6,286.0,28.1,21.0,14.5,0.0,102090.0,0.0,95.0,1993,7
3.0,11.1,292.0,19.5,21.7,15.3,0.0,102320.0,0.0,95.0,1993,7
6.0,8.2,252.0,24.1,16.8,14.2,0.0,102640.0,0.0,95.0,1993,7
4.0,13.9,,23.0,17.1,10.1,0.0,103030.0,0.0,95.0,1993,7
4.0,13.0,,23.0,16.5,10.0,0.0,102680.0,0.0,95.0,1993,7
6.0,5.5,210.0,18.5,18.2,13.4,0.0,101840.0,0.0,95.0,1993,7
7.0,1.0,120.0,17.3,16.8,15.2,8.8,100650.0,0.0,95.0,1993,7
4.0,7.5,240.0,18.0,12.0,6.7,3.6,100740.0,0.0,95.0,1993,7
5.0,8.2,250.0,18.7,12.6,7.2,0.0,101170.0,0.0,95.0,1993,7
5.0,6.0,216.0,18.5,12.9,7.1,0.0,102020.0,0.0,96.0,1993,7
7.0,0.3,96.0,23.4,13.5,8.5,6.8,101940.0,0.0,96.0,1993,7
7.0,2.7,158.0,22.2,18.5,13.6,1.9,100930.0,0.0,96.0,1993,7
8.0,0.9,115.0,22.2,18.3,14.4,5.0,100940.0,0.0,96.0,1993,7
7.0,1.3,126.0,22.4,18.8,15.4,0.3,101080.0,0.0,97.0,1993,7
4.0,8.0,244.0,20.5,17.9,13.4,0.4,101630.0,0.0,97.0,1993,7
5.0,4.9,196.0,21.2,15.7,10.9,1.7,101430.0,0.0,97.0,1993,7
6.0,6.5,221.0,19.2,16.8,12.3,0.0,100690.0,0.0,97.0,1993,7
7.0,1.4,127.0,18.1,16.4,13.5,0.1,101320.0,0.0,97.0,1993,7
7.0,0.3,94.0,22.7,15.6,13.0,0.0,101900.0,0.0,97.0,1993,7
6.0,8.9,253.0,25.2,17.1,11.5,0.0,102200.0,0.0,97.0,1993,7
7.0,3.6,171.0,19.1,20.2,15.2,0.9,102040.0,0.0,97.0,1993,7
7.0,0.4,96.0,20.4,17.6,16.0,0.5,101260.0,0.0,97.0,1993,7
4.0,8.8,249.0,19.1,15.2,10.1,0.2,100800.0,0.0,98.0,1993,7
6.0,1.0,114.0,20.3,15.0,10.8,1.4,101370.0,0.0,98.0,1993,7
8.0,0.6,102.0,24.4,17.3,14.3,2.5,101160.0,0.0,98.0,1993,7
7.0,6.6,216.0,20.3,19.8,15.2,0.0,101550.0,0.0,98.0,1993,7
8.0,0.2,86.0,21.6,18.8,17.2,0.3,101380.0,0.0,98.0,1993,7
6.0,5.3,195.0,20.8,17.8,14.1,0.6,101370.0,0.0,98.0,1993,7
5.0,6.6,214.0,22.3,15.8,10.9,0.0,101900.0,0.0,98.0,1993,7
4.0,7.7,228.0,22.3,16.2,10.2,0.0,102080.0,0.0,98.0,1993,8
7.0,6.1,205.0,22.2,17.9,13.5,0.1,101520.0,0.0,98.0,1993,8
5.0,7.7,227.0,20.4,17.8,13.3,0.0,101550.0,0.0,97.0,1993,8
7.0,2.1,134.0,21.8,16.7,13.0,0.8,101740.0,0.0,97.0,1993,8
5.0,9.8,252.0,22.2,18.0,14.1,0.0,101620.0,0.0,96.0,1993,8
5.0,5.1,186.0,24.2,15.6,9.1,0.0,102310.0,0.0,96.0,1993,8
5.0,10.9,264.0,21.7,18.8,13.5,0.0,102030.0,0.0,96.0,1993,8
6.0,5.6,192.0,23.2,18.4,15.0,0.0,101810.0,0.0,95.0,1993,8
7.0,1.9,127.0,19.4,18.8,14.5,0.6,101200.0,0.0,95.0,1993,8
4.0,7.7,219.0,21.1,16.5,13.6,0.0,101250.0,0.0,95.0,1993,8
7.0,1.1,107.0,21.0,16.0,11.0,14.5,100920.0,0.0,95.0,1993,8
5.0,8.8,232.0,21.2,17.2,13.5,0.0,100860.0,0.0,94.0,1993,8
3.0,12.2,271.0,25.9,14.7,8.2,0.0,102040.0,0.0,95.0,1993,8
5.0,9.8,242.0,23.1,18.7,11.5,0.0,101340.0,0.0,95.0,1993,8
6.0,4.6,170.0,22.4,19.2,15.3,0.0,101340.0,0.0,95.0,1993,8
5.0,7.9,215.0,23.1,18.2,14.1,0.0,102190.0,0.0,95.0,1993,8
5.0,10.6,247.0,23.8,17.2,11.2,0.0,102940.0,0.0,95.0,1993,8
6.0,9.7,235.0,26.3,17.9,12.0,0.0,102610.0,0.0,95.0,1993,8
6.0,6.0,186.0,25.5,19.2,12.2,0.0,102470.0,0.0,94.0,1993,8
4.0,6.3,189.0,23.9,20.2,14.9,0.0,102160.0,0.0,93.0,1993,8
4.0,6.2,187.0,17.2,18.5,13.1,7.5,101870.0,0.0,93.0,1993,8
7.0,2.1,121.0,17.4,14.7,12.2,0.2,101430.0,0.0,92.0,1993,8
5.0,8.3,211.0,18.2,13.8,10.1,0.0,101880.0,0.0,92.0,1993,8
4.0,10.4,235.0,18.8,13.8,9.4,0.0,102220.0,0.0,92.0,1993,8
5.0,4.9,164.0,18.3,12.5,6.2,0.1,102150.0,0.0,92.0,1993,8
5.0,3.9,148.0,18.4,13.4,8.4,0.0,102200.0,0.0,92.0,1993,8
4.0,9.2,216.0,20.5,13.4,8.5,0.0,102270.0,0.0,92.0,1993,8
4.0,9.9,223.0,22.7,14.2,8.0,0.0,102680.0,0.0,92.0,1993,8
4.0,10.0,222.0,24.1,15.1,7.5,0.0,102750.0,0.0,92.0,1993,8
5.0,6.6,180.0,18.3,19.2,14.2,0.0,102520.0,0.0,91.0,1993,8
3.0,6.3,175.0,24.5,14.2,10.0,0.0,102960.0,0.0,91.0,1993,8
4.0,8.9,197.0,20.4,18.0,11.5,0.0,102960.0,0.0,90.0,1993,9
6.0,4.1,137.0,19.3,16.5,12.6,0.0,102440.0,0.0,89.0,1993,9
6.0,1.5,95.0,16.6,16.0,12.7,0.0,101800.0,0.0,88.0,1993,9
5.0,7.7,179.0,18.0,12.4,8.2,0.0,102010.0,0.0,88.0,1993,9
5.0,5.5,152.0,19.2,13.2,8.4,0.0,102190.0,0.0,87.0,1993,9
6.0,4.1,133.0,23.4,14.2,9.2,0.0,101660.0,0.0,86.0,1993,9
6.0,5.8,153.0,21.4,17.6,11.9,11.4,100600.0,0.0,86.0,1993,9
6.0,2.8,112.0,20.7,17.6,13.7,3.5,99710.0,0.0,86.0,1993,9
6.0,6.0,152.0,17.2,18.0,15.2,2.7,99720.0,0.0,86.0,1993,9
6.0,1.2,84.0,18.1,15.5,13.8,0.3,100170.0,0.0,86.0,1993,9
6.0,3.5,119.0,16.3,13.2,8.2,0.0,100610.0,0.0,86.0,1993,9
7.0,0.3,62.0,17.7,12.0,7.8,23.1,100060.0,0.0,86.0,1993,9
6.0,3.8,120.0,15.1,14.4,11.2,10.2,99030.0,0.0,85.0,1993,9
7.0,0.8,73.0,16.6,13.1,11.1,0.1,99310.0,0.0,85.0,1993,9
7.0,3.9,119.0,14.8,12.4,8.1,4.4,99720.0,0.0,85.0,1993,9
7.0,0.5,64.0,16.3,12.7,10.6,0.9,100650.0,0.0,85.0,1993,9
